"X","id","v1","v2","v3","v4","v5","v6","v7","v8","v9","v10","v11","v12","v13","v14","v15","v16","v17","weird1","weird2","missing","missing.num","missing2","sd","duplicate","Z_v17","v17.t","Z_v17.t"
174,174,3,3,3,3,4,3,3,4,3,3,4,4,3,3,0,1.59935035093087,1.42960406770481,0,0,FALSE,0,0,45.6217728047273,1,-0.084070166722799,0.357397530203752,0.285467446019821
485,485,3,3,2,3,3,4,4,2,1,2,2,2,3,3,0,0.404197933127531,1.41075728916539,0,0,FALSE,0,0,128.925419278991,1,-0.0853305849183545,0.344126644726272,0.273375568088872
7,7,2,2,3,2,4,3,2,2,4,5,4,3,2,4,0,0.302514226949112,1.4003830226864,0,0,FALSE,0,0,1.47692880035521,1,-0.0860243859416069,0.336745786836084,0.266650437894261
649,649,2,2,3,2,3,4,4,3,3,4,3,3,3,2,1,1.67930276807027,1.39937884358593,0,0,FALSE,0,0,172.652098894706,1,-0.0860915425438444,0.336028455011812,0.265996835022788
67,67,4,5,4,4,3,2,3,4,4,3,4,3,2,2,0,-0.223512255165946,1.39819002140554,0,0,FALSE,0,0,17.0022622929104,1,-0.0861710475427655,0.335178558326997,0.265222444573549
304,304,3,1,2,2,1,4,2,2,2,2,2,3,3,3,0,0.650665849844594,1.39262382834327,0,0,FALSE,0,0,80.6551811216009,1,-0.0865432984821494,0.331189614067321,0.261587884758892
175,175,3,3,3,4,5,2,3,4,5,4,5,4,5,4,1,0.524009440396172,1.38717548483789,0,0,FALSE,0,0,45.7526195731151,1,-0.0869076679830408,0.327269654481616,0.258016180904991
467,467,3,3,3,3,1,3,4,3,3,3,3,3,3,3,1,-1.9412045223319,1.3785744927536,0,0,FALSE,0,0,124.031301437434,1,-0.0874828775288097,0.32104998901593,0.252349080867843
40,40,3,5,3,4,3,3,4,4,3,3,4,4,3,3,1,0.771425356739083,1.37435646833104,0,0,FALSE,0,0,9.76537952988195,1,-0.0877649668376204,0.3179855985296,0.249556935930993
137,137,4,3,3,2,4,2,2,5,4,3,4,4,2,1,0,0.697609729189879,1.36514299610125,0,0,FALSE,0,0,35.7645689978839,1,-0.0883811372891585,0.311259182198612,0.243428105618572
566,566,3,2,3,5,3,3,3,3,3,3,2,2,3,3,0,-0.222245942796103,1.36183860302606,0,0,FALSE,0,0,150.490407127374,1,-0.0886021255683238,0.308835700724777,0.241219930271173
484,484,3,3,4,4,5,4,2,4,4,3,4,5,5,1,1,0.18851324530149,1.36139375034371,0,0,FALSE,0,0,128.329418141124,1,-0.0886318760327867,0.308508991411298,0.240922246356697
38,38,1,3,1,3,3,3,4,4,2,4,3,4,4,3,1,-0.712988892955958,1.35865011606369,0,0,FALSE,0,0,9.41153138851075,1,-0.0888153623809312,0.306491645114511,0.239084124461471
309,309,4,3,3,3,5,1,3,5,4,2,1,2,3,1,1,0.41732843931976,1.3555325201098,0,0,FALSE,0,0,81.7913453601552,1,-0.0890238582073375,0.30419438089698,0.23699095301932
609,609,4,4,4,4,3,2,4,3,3,3,5,4,4,2,1,-1.03338633092209,1.35109068307162,0,0,FALSE,0,0,161.797526434861,1,-0.0893209154584165,0.300912179650378,0.234000347992545
674,674,3,4,3,3,3,3,3,3,3,2,4,1,3,4,1,0.297603591120676,1.34572531830488,0,0,FALSE,0,0,179.354336501736,1,-0.0896797355805741,0.296933137815081,0.230374810854409
453,453,3,3,3,4,3,3,4,3,2,4,3,3,4,3,0,1.19284296704172,1.32355385470184,0,0,FALSE,0,0,120.20726148734,1,-0.0911624991249601,0.280320432980573,0.215238006358384
528,528,2,1,3,1,1,4,3,2,2,4,5,5,5,4,1,-0.946952958355055,1.32237189605426,0,0,FALSE,0,0,140.340637398775,1,-0.091241545110601,0.279427015071275,0.214423961182658
307,307,3,4,3,4,5,1,3,4,3,4,4,4,4,4,1,-0.31028705362802,1.31639334280106,0,0,FALSE,0,0,81.1088334100723,1,-0.0916413735103283,0.274895680949572,0.21029519832377
605,605,4,2,3,2,3,2,3,4,4,3,4,2,4,5,1,-1.54028184735294,1.31529902583815,0,0,FALSE,0,0,160.872842420874,1,-0.0917145582728527,0.274064035853798,0.209537437962035
201,201,5,5,4,4,4,3,4,4,4,2,3,4,2,3,1,-0.48049629788653,1.3131782712557,0,0,FALSE,0,0,52.740553031476,1,-0.0918563882231774,0.272450360099406,0.208067123846571
271,271,3,2,3,3,3,3,3,4,4,4,4,3,5,5,0,1.0027611617904,1.31298720603296,0,0,FALSE,0,0,71.5270255540896,1,-0.0918691661142518,0.272304851200801,0.207934542200623
691,691,2,1,1,1,2,3,4,3,2,2,2,3,2,3,1,-0.927212409844773,1.31178996015566,0,0,FALSE,0,0,184.103903415292,1,-0.0919492344657288,0.271392586361139,0.207103324487184
89,89,3,3,3,3,2,4,2,2,3,3,3,4,4,3,1,-0.471551645976133,1.31163114302539,0,0,FALSE,0,0,22.9945048380532,1,-0.0919598556973806,0.271271510007616,0.206993004758361
198,198,2,4,4,3,3,2,3,4,3,3,3,4,4,4,0,0.575600763812507,1.30972116381804,0,0,FALSE,0,0,52.058926882254,1,-0.0920875895984843,0.26981426250955,0.205665221552659
37,37,4,4,4,2,3,3,3,3,3,3,3,3,4,2,1,-1.81485150351433,1.29668130199057,0,0,FALSE,0,0,9.04354544886652,1,-0.0929596579512001,0.259808155780737,0.196548073994256
661,661,2,3,3,3,3,3,4,3,2,5,4,2,4,2,1,-1.32900056947791,1.28744623319707,0,0,FALSE,0,0,175.818900332944,1,-0.0935772727186358,0.25266059206012,0.190035511727025
370,370,3,3,3,3,4,4,4,3,3,4,4,4,4,3,0,-0.615112184404083,1.28415549579702,0,0,FALSE,0,0,97.9422346012246,1,-0.09379734774563,0.25010130058109,0.18770359196126
270,270,3,2,4,4,3,3,2,2,3,2,1,2,2,4,0,-0.0794761492203769,1.28347608430551,0,0,FALSE,0,0,71.4870694524618,1,-0.0938427848267937,0.249572087969256,0.18722139547839
247,247,3,3,3,3,2,5,2,3,2,2,3,2,3,4,1,-0.0745285325004839,1.28244269989922,0,0,FALSE,0,0,65.2783137171775,1,-0.0939118945956577,0.248766618623522,0.186487485369508
140,140,3,4,3,1,3,3,3,3,3,3,3,2,3,3,1,-1.1017108283019,1.26767944369067,0,0,FALSE,0,0,36.6618794743724,1,-0.0948992185943976,0.237188019394195,0.175937548160722
692,692,5,4,3,4,3,3,3,2,2,3,3,2,4,4,0,0.384806984098618,1.26719039396639,0,0,FALSE,0,0,184.103903415292,1,-0.0949319248295626,0.236802161530345,0.175585970551504
84,84,2,2,1,1,4,2,3,3,4,3,3,2,2,2,1,-0.576547982285823,1.26505928024852,0,0,FALSE,0,0,21.8118830401743,1,-0.0950744475689891,0.235118982938039,0.174052328345889
221,221,3,2,3,3,3,3,3,3,3,1,3,3,1,4,0,-1.30954401474738,1.26350491604709,0,0,FALSE,0,0,58.3704068480287,1,-0.0951783989640726,0.233889538655393,0.17293210993892
487,487,2,2,2,1,3,3,3,3,2,5,5,5,5,4,1,0.809877222814114,1.2591942062102,0,0,FALSE,0,0,129.320370559932,1,-0.0954666868060935,0.230471997503167,0.169818188828921
578,578,5,4,3,3,4,2,2,4,2,3,2,2,4,5,1,1.05431460017457,1.25759032397274,0,0,FALSE,0,0,153.657890304232,1,-0.0955739498246192,0.229197448621173,0.168656872990256
322,322,3,3,2,4,2,3,3,2,2,3,2,3,3,3,0,-0.589434984060128,1.25752060475085,0,0,FALSE,0,0,85.3407198325539,1,-0.0955786124451125,0.22914200834527,0.168606358120709
705,705,3,3,3,3,3,2,2,4,4,3,2,3,3,4,1,-1.09269450839635,1.25002570336362,0,0,FALSE,0,0,187.638959496367,1,-0.096079849834972,0.223164113793696,0.163159549667394
366,366,3,4,3,3,5,3,3,4,2,3,2,4,3,4,1,1.09130339523359,1.23781271940819,0,0,FALSE,0,0,96.9574507335421,1,-0.09689661898028,0.213345886088869,0.154213589647884
647,647,3,2,4,3,1,3,4,1,1,3,2,1,2,3,0,0.103030643706892,1.23108766854043,0,0,FALSE,0,0,172.304563599931,1,-0.0973463709876075,0.207898062002331,0.149249759317536
99,99,4,4,3,3,4,2,2,3,4,4,3,2,2,2,1,0.37962550900854,1.22433962202698,0,0,FALSE,0,0,25.6499041405145,1,-0.0977976608774005,0.202401614579028,0.144241625428562
344,344,1,1,2,1,1,4,4,1,1,3,3,2,3,3,1,-0.259053156149302,1.22020273695389,0,0,FALSE,0,0,91.3899085491138,1,-0.0980743238205204,0.199017022770216,0.141157726387485
74,74,4,3,3,2,3,4,2,2,2,2,2,2,3,3,0,0.164850958415152,1.2154636449222,0,0,FALSE,0,0,19.0926025603497,1,-0.0983912606282969,0.195125604760472,0.137612028428447
318,318,3,3,2,2,3,2,2,3,3,2,3,3,4,4,0,-0.209239603285314,1.20308430335703,0,0,FALSE,0,0,84.2717021319718,1,-0.0992191552907773,0.184888512140737,0.128284416149998
436,436,4,3,4,3,3,3,1,4,2,5,4,3,4,3,1,1.11719811392175,1.20121662995844,0,0,FALSE,0,0,115.646130382851,1,-0.0993440599013989,0.18333490148545,0.126868830850295
733,733,3,1,3,1,2,4,3,1,1,3,3,4,2,2,0,-2.30965341798869,1.1989799428734,0,0,FALSE,0,0,195.268144743705,1,-0.0994936430831534,0.181471147693116,0.125170656045871
281,281,2,3,2,2,4,2,2,4,4,3,5,4,4,3,1,-1.07936036435177,1.19495070967934,0,0,FALSE,0,0,74.2645997042384,1,-0.0997631065790664,0.178104937402528,0.122103505478356
132,132,4,5,4,4,5,1,3,5,4,4,4,4,3,3,1,0.335584653677622,1.18933022348749,0,0,FALSE,0,0,34.2659283568072,1,-0.100138988486378,0.173390311265537,0.117807734571788
327,327,3,3,4,4,3,3,3,2,4,3,4,3,5,3,1,-0.0741983271508754,1.18220649239755,0,0,FALSE,0,0,86.4929966039937,1,-0.100615403077191,0.167382601185938,0.112333759451566
346,346,3,3,3,4,4,2,4,3,3,3,4,3,2,4,0,-1.64274970980078,1.17619858231797,0,0,FALSE,0,0,91.6318781805824,1,-0.101017194776803,0.162287697736046,0.107691495701298
432,432,5,4,4,2,3,4,2,3,2,3,2,2,2,3,0,-1.8105212683738,1.17005743818098,0,0,FALSE,0,0,114.679965580281,1,-0.101427896785934,0.157052840067045,0.102921711497609
272,272,3,4,3,3,2,4,3,1,3,1,1,2,2,3,1,-0.471050683679217,1.16629525354988,0,0,FALSE,0,0,72.0442476980198,1,-0.101679500844111,0.153832275041731,0.0999872668276692
596,596,3,3,3,3,4,3,3,5,4,3,3,3,4,5,0,1.32740519553547,1.16615272286399,0,0,FALSE,0,0,158.384356536889,1,-0.101689032885332,0.153710059508945,0.0998759091261631
112,112,2,3,4,3,3,4,2,2,2,2,2,3,4,3,0,0.525760908142375,1.1601865369508,0,0,FALSE,0,0,29.2040942485659,1,-0.102088034193026,0.148580799906305,0.0952023414809213
611,611,3,3,3,5,4,1,4,4,5,5,5,3,2,3,1,-0.435218642950911,1.15966931079478,0,0,FALSE,0,0,162.334886529715,1,-0.102122624786687,0.148134887575078,0.0947960447431293
490,490,4,4,3,4,4,2,2,3,4,4,4,2,5,3,1,-1.1858110408214,1.15594379666,0,0,FALSE,0,0,130.036195299278,1,-0.102371776427826,0.144917150262025,0.0918641765667882
154,154,2,3,1,3,1,4,3,1,3,4,3,4,4,3,1,0.556856310808231,1.15569046486867,0,0,FALSE,0,0,40.4336384818275,1,-0.102388718527434,0.14469797044058,0.0916644690453619
752,752,2,2,3,2,4,2,1,4,3,4,5,4,3,4,0,-0.145969390942486,1.15262625616757,0,0,FALSE,0,0,200.181744345559,1,-0.10259364396834,0.142043039708541,0.0892454067769533
110,110,2,3,2,4,3,3,2,1,2,3,3,4,4,5,0,1.18470887416612,1.14752642915347,0,0,FALSE,0,0,28.6724587384809,1,-0.102934705691398,0.137608694629354,0.0852050162926697
628,628,3,4,4,3,2,3,2,3,3,3,3,3,3,3,0,0.229093505142282,1.14549516657842,0,0,FALSE,0,0,167.039197216083,1,-0.103070550674358,0.135837003416191,0.0835907250747058
707,707,5,5,4,3,3,2,3,4,3,3,2,3,3,3,0,1.99988596093728,1.14370714730102,0,0,FALSE,0,0,188.071882446667,1,-0.103190128247073,0.134274870065056,0.0821673742496356
456,456,3,3,3,4,4,3,1,4,3,5,3,3,2,2,1,0.15727127702046,1.14131352734204,0,0,FALSE,0,0,121.031941111554,1,-0.10335020664685,0.132179816080592,0.0802584483469992
286,286,3,3,2,3,3,4,4,3,2,2,3,2,1,3,0,-0.0416950533087678,1.13783166934909,0,0,FALSE,0,0,75.7216200055422,1,-0.103583063267916,0.129124406792274,0.0774744867035865
208,208,2,3,2,3,3,2,4,4,4,1,3,3,2,3,1,1.32316612868425,1.13721187316119,0,0,FALSE,0,0,54.857457645617,1,-0.103624513449501,0.128579541437698,0.0769780280936826
427,427,3,4,2,3,2,4,4,2,3,2,2,2,2,3,0,1.04980095463052,1.13144357086294,0,0,FALSE,0,0,113.403974967642,1,-0.104010280871715,0.123494313758978,0.0723445805029767
500,500,4,3,4,4,2,4,4,3,2,4,3,4,3,3,0,0.124187217208524,1.12757357839145,0,0,FALSE,0,0,132.728095189931,1,-0.104269094807344,0.120068048262337,0.0692227101338367
520,520,3,4,3,3,4,3,3,3,4,4,3,3,3,3,1,0.298324323214851,1.12593398323798,0,0,FALSE,0,0,138.092599128505,1,-0.104378746202699,0.118612898547553,0.067896838340859
440,440,4,4,4,4,3,4,4,3,3,3,4,1,2,2,0,-0.985257084591053,1.12202286875374,0,0,FALSE,0,0,116.714477382925,1,-0.104640310259947,0.11513318902625,0.0647262720031298
407,407,3,3,4,3,3,1,2,3,4,4,5,5,3,4,0,0.771452463006491,1.1190826802713,0,0,FALSE,0,0,107.896572372204,1,-0.104836941586297,0.112509314242143,0.0623355066205675
395,395,4,4,4,3,3,3,3,3,4,2,2,4,3,3,0,-1.51028066193795,1.1128176513748,0,0,FALSE,0,0,104.707048158498,1,-0.105255928650867,0.106895223628181,0.057220181157733
165,165,4,4,5,2,4,3,3,5,4,2,2,3,2,2,0,0.876317272641411,1.10307424287397,0,0,FALSE,0,0,43.2272299204264,1,-0.105907539711903,0.0981010479553546,0.049207294683836
206,206,3,4,1,3,1,2,2,2,2,2,2,2,2,4,0,-0.400051795664148,1.10168562679624,0,0,FALSE,0,0,54.485606527608,1,-0.106000406350482,0.0968413948925016,0.0480595512949559
82,82,3,2,3,2,4,3,3,2,2,5,3,4,2,3,0,0.0470524437529569,1.10149590193932,0,0,FALSE,0,0,21.1540659329242,1,-0.106013094601756,0.0966691668169532,0.0479026242482002
124,124,4,5,4,4,4,3,3,3,3,1,4,2,3,3,1,1.55116275084236,1.09635104863519,0,0,FALSE,0,0,32.2715981004357,1,-0.106357167553239,0.0919874370904036,0.0436368271802355
585,585,2,2,3,2,3,4,4,3,4,3,3,5,2,1,1,-0.962573691572922,1.09083754859372,0,0,FALSE,0,0,155.52818549548,1,-0.106725894535355,0.086945794383381,0.0390430923998228
21,21,4,4,3,4,2,3,2,2,2,3,2,3,2,4,0,-1.39899201436746,1.08839428270852,0,0,FALSE,0,0,4.93752173454668,1,-0.106889293111502,0.0847034749808899,0.0369999843839236
375,375,5,4,3,5,3,3,4,4,1,2,2,3,5,1,0,1.29147365056503,1.08494362626091,0,0,FALSE,0,0,99.3257765643435,1,-0.107120063063198,0.0815280282793757,0.0341066496508269
36,36,3,3,4,3,5,1,4,5,4,4,5,5,4,2,1,0.216392740192935,1.08454488263539,0,0,FALSE,0,0,8.66342571128448,1,-0.107146729886917,0.0811604359843487,0.0337717148669071
565,565,3,4,4,3,4,1,3,4,5,4,3,3,4,3,1,-0.488802236632592,1.08030153361363,0,0,FALSE,0,0,150.080344782753,1,-0.107430512831887,0.0772401999580764,0.0301997591318786
493,493,2,4,4,3,4,2,4,4,3,5,4,2,5,4,1,1.46342468172921,1.07994514317317,0,0,FALSE,0,0,130.817988647763,1,-0.107454347196733,0.076910246487926,0.0298991192770082
224,224,5,3,4,3,3,2,3,3,2,3,2,2,5,2,0,0.281753277711103,1.06229867962386,0,0,FALSE,0,0,59.0525934333861,1,-0.108634491787398,0.0604351258621376,0.0148876757796816
507,507,4,2,1,2,1,4,2,1,2,1,2,1,3,4,0,-1.70448996400032,1.05729616043029,0,0,FALSE,0,0,134.970916688183,1,-0.10896904584405,0.055714857264164,0.0105867636977528
182,182,2,2,1,3,3,4,4,3,1,3,2,4,4,3,1,-0.357201474636038,1.0514133595608,0,0,FALSE,0,0,47.9129246826819,1,-0.1093624706005,0.05013531577179,0.00550291795506022
718,718,3,3,3,2,3,2,2,4,4,4,3,3,4,2,0,1.49903621116248,1.0274741217956,0,0,FALSE,0,0,191.072622980759,1,-0.110963457782679,0.0271034814707008,-0.0154827298652904
289,289,4,3,4,2,1,4,1,3,3,2,2,2,2,5,0,-0.597785029770343,1.02555724228616,0,0,FALSE,0,0,76.5667129924064,1,-0.111091653156087,0.0252361158765866,-0.0171841955930144
671,671,4,3,3,4,3,2,4,4,3,2,2,2,2,5,0,0.914338942166196,1.02483029494845,0,0,FALSE,0,0,178.552990256871,1,-0.111140269297553,0.024527032978873,-0.0178302823862902
759,759,3,4,4,3,3,2,3,3,3,3,4,4,4,3,0,1.5344424210714,1.01823096197321,0,0,FALSE,0,0,201.968172881627,1,-0.111581613654793,0.01806677056159,-0.0237166043415388
542,542,1,3,1,1,3,4,3,1,1,2,3,2,3,2,0,0.0547552452657497,1.01636011683353,0,0,FALSE,0,0,144.283603509748,1,-0.111706730382312,0.0162277320575447,-0.0253922596050075
677,677,4,3,3,2,3,3,3,4,3,4,4,4,3,2,0,0.225309121862671,1.01633223966063,0,0,FALSE,0,0,180.052861590792,1,-0.111708594727239,0.0162003032409679,-0.0254172515998823
58,58,3,5,4,4,3,3,4,2,3,2,3,3,3,2,1,-0.405652837344699,1.01158858159267,0,0,FALSE,0,0,14.6595054112033,1,-0.112025836898353,0.0115219482773217,-0.0296799737244951
724,724,3,5,3,4,3,3,4,4,3,4,4,4,3,3,1,-0.328192120751448,1.00675671567632,0,0,FALSE,0,0,192.531901167139,1,-0.11234897815598,0.00673399137661409,-0.03404256056772
529,529,3,3,4,2,3,2,4,5,4,4,3,4,3,3,1,-0.251744112789976,1.00340785868118,0,0,FALSE,0,0,140.479105638095,1,-0.11257294005388,0.0034020650895478,-0.0370784729796304
398,398,3,2,3,3,1,3,2,2,2,3,4,5,5,3,1,-0.0123761685742341,0.99603303149165,0,0,FALSE,0,0,105.594913297401,1,-0.113066147227685,-0.00397485779921404,-0.0438000177648896
299,299,4,3,4,5,4,2,4,5,3,4,4,2,3,3,1,1.0224024530912,0.995833341954398,0,0,FALSE,0,0,78.9502555863048,1,-0.113079501888042,-0.00417536275334462,-0.0439827095252858
408,408,3,5,3,3,2,3,2,3,3,4,4,4,5,3,0,0.153511527968432,0.995713326076473,0,0,FALSE,0,0,108.14194985611,1,-0.113087528203838,-0.00429588805159327,-0.0440925271555025
141,141,3,4,4,4,3,4,2,2,2,3,2,2,1,3,0,0.945278596496688,0.994589718612006,0,0,FALSE,0,0,36.9565381804859,1,-0.113162671830634,-0.00542496996385042,-0.0451212995520561
292,292,3,3,3,2,3,2,2,4,3,2,4,4,3,3,1,-0.966127579437763,0.993380552979203,0,0,FALSE,0,0,77.2625038779776,1,-0.113243537340983,-0.00664145272437824,-0.0462297079600984
600,600,3,1,3,3,3,4,2,4,2,2,3,2,3,2,1,1.33392895056055,0.992140842738777,0,0,FALSE,0,0,159.639308414967,1,-0.113326445586601,-0.00789020320795162,-0.0473675173729824
560,560,3,4,3,2,3,3,1,4,2,4,2,4,3,3,0,-1.54364514417082,0.986035757561353,0,0,FALSE,0,0,148.887892038286,1,-0.113734736076509,-0.014062659761865,-0.0529916026166277
295,295,2,2,1,3,3,3,1,1,3,1,2,2,2,1,0,-0.263789121612382,0.98116042224993,0,0,FALSE,0,0,78.3114730622966,1,-0.114060784441915,-0.0190193034794751,-0.0575078898592726
34,34,3,1,2,3,3,4,4,3,2,2,4,4,3,3,0,-1.08001667301899,0.979102249697766,0,0,FALSE,0,0,8.3560861546645,1,-0.114198429086538,-0.0211191989046347,-0.059421227080958
144,144,2,1,1,3,3,2,4,2,3,3,3,3,2,4,1,0.964072604884929,0.972529223921282,0,0,FALSE,0,0,37.837129273352,1,-0.114638014094193,-0.0278551536363769,-0.0655587483867396
282,282,1,2,2,3,2,5,3,3,3,3,2,3,4,3,0,-0.0478741989470956,0.972438043170979,0,0,FALSE,0,0,74.6339050312911,1,-0.114644111999813,-0.0279489143406443,-0.0656441792340365
753,753,5,3,4,3,4,3,3,3,4,4,3,4,4,3,0,-0.0544665295713237,0.969655999737361,0,0,FALSE,0,0,200.28243793467,1,-0.11483016704138,-0.0308139098301679,-0.068254643757359
592,592,3,3,3,3,4,4,3,4,2,3,3,5,4,3,1,0.0136484290848402,0.967497411840801,0,0,FALSE,0,0,157.315808920349,1,-0.114974527174643,-0.0330425291817256,-0.0702852688576445
380,380,4,2,3,2,3,4,4,3,4,2,3,3,4,2,0,2.28778601357697,0.959302062690882,0,0,FALSE,0,0,100.719308580228,1,-0.115522608490815,-0.0415492769563542,-0.0780362630060552
114,114,5,5,5,5,5,2,4,4,3,3,4,5,5,4,1,0.919233223014018,0.957256959130861,0,0,FALSE,0,0,29.3531921621804,1,-0.115659379118934,-0.0436834187312206,-0.0799808040747588
109,109,2,4,5,2,3,3,3,3,4,2,2,1,3,2,1,-1.04685828666784,0.951220296673204,0,0,FALSE,0,0,28.3893649797956,1,-0.116063093694671,-0.0500095958672742,-0.0857449531082596
534,534,3,1,3,3,3,2,1,3,4,4,5,5,3,2,1,1.24614332362617,0.949970374815308,0,0,FALSE,0,0,141.900290019761,1,-0.116146684863815,-0.0513244792787332,-0.0869430200896808
277,277,3,3,3,2,4,1,4,3,4,3,3,4,4,4,1,-1.83314859332924,0.947987892872362,0,0,FALSE,0,0,73.193556432904,1,-0.116279267538781,-0.0534135480403538,-0.08884649250663
552,552,3,4,2,3,3,2,3,3,4,4,3,3,2,4,1,-0.684913374275054,0.947607956186782,0,0,FALSE,0,0,146.727994587278,1,-0.116304676608595,-0.0538144105879863,-0.0892117417585572
326,326,2,1,2,3,1,3,3,3,3,3,2,2,2,2,1,-0.500992368904887,0.939541486935919,0,0,FALSE,0,0,86.5134176216119,1,-0.116844138808801,-0.0623633025767863,-0.0970011359590308
5,5,4,3,3,3,3,4,4,3,3,3,1,2,3,1,0,-0.0716819070841341,0.939407515921612,0,0,FALSE,0,0,0.949262293098647,1,-0.116853098403872,-0.0625059046530857,-0.0971310690296038
127,127,2,2,2,2,1,3,3,2,3,3,3,3,3,3,1,0.351495001522565,0.935091731197442,0,0,FALSE,0,0,33.2903477414588,1,-0.117141725639719,-0.0671106462731896,-0.101326717742596
505,505,3,2,3,2,3,3,4,3,1,2,3,3,3,4,0,1.86614450707713,0.932720348092188,0,0,FALSE,0,0,134.249317022021,1,-0.117300316902849,-0.0696498571560086,-0.103640340905729
203,203,2,3,3,1,3,4,2,3,2,5,4,5,4,4,1,0.936961847260612,0.931298970896466,0,0,FALSE,0,0,53.4238700405529,1,-0.117395374510518,-0.0711749244734261,-0.10502991870519
189,189,5,4,5,4,4,3,2,2,4,3,4,2,4,2,1,0.671166401269297,0.930294834601626,0,0,FALSE,0,0,49.5769465212777,1,-0.117462528250038,-0.0722537166237417,-0.106012869165927
204,204,3,3,3,2,3,4,2,4,4,2,3,3,3,2,0,-1.11920152026655,0.926667057886144,0,0,FALSE,0,0,53.7238052705433,1,-0.117705143494444,-0.076160938786361,-0.109572967210602
443,443,5,4,4,5,3,2,4,4,2,2,3,3,3,1,1,0.00659132630597673,0.926167520670715,0,0,FALSE,0,0,117.496434362546,1,-0.117738551102772,-0.0767001528460658,-0.110064276596074
334,334,3,3,3,4,3,2,4,3,2,4,3,3,3,4,0,0.510649197450966,0.924029846101649,0,0,FALSE,0,0,88.4450534090374,1,-0.117881512613005,-0.0790109068863076,-0.112169739402641
213,213,2,3,3,2,2,4,2,2,3,3,2,2,2,3,0,1.73085253039315,0.917790867019906,0,0,FALSE,0,0,56.2723459887441,1,-0.118298757541091,-0.0857857280189363,-0.118342674153587
163,163,2,3,1,2,1,4,3,1,2,3,3,4,2,2,0,0.944955751582893,0.914262460398304,0,0,FALSE,0,0,42.9379823660862,1,-0.118534727200196,-0.0896375929524902,-0.121852332997533
212,212,3,2,2,2,2,3,4,3,4,4,4,3,3,4,0,1.79537335505926,0.913694675944704,0,0,FALSE,0,0,55.863107801006,1,-0.118572698986991,-0.0902588159128883,-0.12241836547651
17,17,4,5,4,4,3,2,2,3,4,2,3,2,2,4,0,3.80775431477586,0.907500832588994,0,0,FALSE,0,0,3.85235763405468,1,-0.118986925367889,-0.0970607953901151,-0.128616045779532
558,558,2,3,4,3,3,3,3,2,3,3,2,3,4,3,0,-0.122783973125363,0.905722611263457,0,0,FALSE,0,0,148.35182417572,1,-0.11910584768184,-0.0990221884017081,-0.130403185372519
415,415,2,3,3,2,3,4,4,2,3,3,4,2,3,3,0,0.939558048685133,0.902450880277954,0,0,FALSE,0,0,110.134607949236,1,-0.119324651614643,-0.102641016541081,-0.133700510798816
755,755,3,3,4,3,3,3,3,2,3,3,4,4,5,4,1,0.372101656301335,0.898499316750585,0,0,FALSE,0,0,200.899515640569,1,-0.119588920787243,-0.107029333192218,-0.137698962097183
29,29,3,2,4,2,2,4,3,3,3,2,3,4,2,2,0,-1.36207346741351,0.892916133319794,0,0,FALSE,0,0,7.03210846407743,1,-0.119962307993474,-0.113262618171315,-0.143378471667509
506,506,3,4,3,3,4,3,3,3,3,5,4,4,5,4,0,0.117462269316962,0.888903010808314,0,0,FALSE,0,0,134.269963420428,1,-0.120230694053398,-0.11776714862323,-0.14748281213923
10,10,4,3,2,3,1,4,2,3,4,5,4,5,2,2,1,-0.145317896804454,0.887901873018296,0,0,FALSE,0,0,2.16363552413956,1,-0.120297647261564,-0.118894045453688,-0.148509593580287
22,22,2,3,3,3,3,3,3,2,2,3,4,4,4,5,1,0.962485530607233,0.887537973390391,0,0,FALSE,0,0,5.12320727154902,1,-0.12032198381921,-0.11930397162915,-0.148883101232267
331,331,4,3,3,3,4,2,2,3,3,3,1,2,3,2,0,0.000771766028034818,0.88353082140023,0,0,FALSE,0,0,87.7270053776343,1,-0.120589970587887,-0.123829102261852,-0.153006211730439
604,604,4,4,3,2,3,3,4,4,2,1,3,2,2,5,1,-0.454984049429325,0.878850095666665,0,0,FALSE,0,0,160.667922494446,1,-0.12090300402597,-0.129140935468863,-0.157846132837266
53,53,5,5,2,5,4,2,4,5,4,4,3,3,4,3,1,0.100064312440253,0.877039115843885,0,0,FALSE,0,0,13.1769445673824,1,-0.121024117133743,-0.131203685730147,-0.159725624933237
572,572,2,3,2,3,1,5,3,1,1,1,2,1,2,4,0,-0.228243711027902,0.877023008245519,0,0,FALSE,0,0,152.322622478348,1,-0.121025194363469,-0.131222051782461,-0.159742359314905
389,389,3,2,4,3,4,2,4,5,3,4,4,3,4,4,1,1.06947119295208,0.876860415351194,0,0,FALSE,0,0,103.042933546392,1,-0.121036068107331,-0.131407460792664,-0.15991129628015
658,658,2,3,2,1,1,3,3,1,2,2,1,1,3,2,0,1.35648731433178,0.874266146508226,0,0,FALSE,0,0,175.345890509819,1,-0.121209565325808,-0.134370434226386,-0.162611034224089
345,345,4,3,4,4,3,2,4,4,4,3,2,4,4,3,0,-1.73919306572441,0.873557519358881,0,0,FALSE,0,0,91.2830400818981,1,-0.121256956265911,-0.135181302281341,-0.163349863411881
508,508,4,3,3,3,2,4,2,3,2,1,2,2,2,3,0,0.521131540929225,0.872490107217268,0,0,FALSE,0,0,135.092906573933,1,-0.121328341711579,-0.136403963402766,-0.164463901284959
